"PersonID","Name","ZhName","AltName","AltZhName","AltSpelling","AltZhSpelling","Surname","IsProperName","Gender","BirthYear","DeathYear","BirthPlace","DeathPlace","StrongID","UpdatedStrongID","RefStrongID","RefBirth","RefDeath","RefAge","RefCorrections","RefClass","RefParent","RefNotes","RefDetail","Verses","RefSpouse","RefFatherBFTID","RefRank","BFTID","IsFatherMatch","Spouse","IsStrongMatch","IsChildMatch","KoName","IsHide"
430,Beera,比拉,"","","","","","1",M,"","","","",H878,H878,H878,0,"","",,Israel,Zophah,,(1 Chronicles 7:37),"1Chr 7:37; ","",654,11,665,0,"",1,,브에라,
431,Beerah,備拉,"","","","","","1",M,"","","","",H880,H880,H880,0,"","",,Israel,Baal,,(1 Chronicles 5:6)Tilgath-pilneser of Assyria carried him away into exile.,"1Chr 5:6; ","",108,1,109,1,"",1,,브에라,
432,Beeri,備利,"",比利,"","","","1",M,"","","","",H882,H882,H882,0,"","",,base,Heth,,(Genesis 26:34),Gen 26:34; ,"",984,2,988,,Anah (247),1,,브에리,
433,Beeri,備利,"","","","","","1",M,"","","","",H882,H882,"",0,"","",,"","",,"",Hos 1:1; ,"",0,0,0,,"",,,브에리,
434,Bela,比拉,"","","","","","1",M,"","","","",H1106,H1106,"",0,"","",,"","",,"",Gen 36:32; Gen 36:33; 1Chr 1:43; 1Chr 1:44; ,"",0,0,0,,"",,,벨라,
435,Bela,比拉,"","","","","","1",M,"","","","",H1106,H1106,H1106,0,"","",H1106,Israel,Azaz,,(1 Chronicles 5:7),"1Chr 5:8; ","",110,3,113,0,"",0,,벨라,
436,Bela,比拉,"","",Belah,"","","1",M,"","","","",H1106,H1106,H1106,0,"","",,Israel,Benjamin,,"(Genesis 46:21, Numbers 26:38, 1 Chronicles 7:6, 8:1)",Gen 46:21; Num 26:38; Num 26:40; 1Chr 7:6; 1Chr 7:7; 1Chr 8:1; 1Chr 8:3; ,"",761,1,762,1,"",0,,벨라,
437,Belshazzar,伯沙撒,"","","","","","1",M,"","","","","H1112, H1113","H1112,H1113","",0,"","",,"","",,"",Dan 5:1; Dan 5:2; Dan 5:9; Dan 5:22; Dan 5:29; Dan 5:30; Dan 7:1; Dan 8:1; ,"",0,0,0,,"",,,벨사살,
438,Ben,便,"","","","","","1",M,"","","","",H1122,H1122,"",0,"","",,"","",,"","1Chr 15:18; ","",0,0,0,,"",,,벤,
439,Benaiah,比拿雅,"","","","","","1",M,"","","","",H1141,H1141,"",0,"","",,"","",,"","2Sam 8:18; 2Sam 20:23; 2Sam 23:20; 2Sam 23:22; 1Kgs 1:8; 1Kgs 1:10; 1Kgs 1:26; 1Kgs 1:32; 1Kgs 1:36; 1Kgs 1:38; 1Kgs 1:44; 1Kgs 2:25; 1Kgs 2:29; 1Kgs 2:30; 1Kgs 2:34; 1Kgs 2:35; 1Kgs 2:46; 1Kgs 4:4; 1Chr 11:22; 1Chr 11:24; 1Chr 18:17; 1Chr 27:5; 1Chr 27:6; ","",0,0,0,,"",,,브나야,
440,Benaiah,比拿雅,"","","","","","1",M,"","","","",H1141,H1141,"",0,"","",,"","",,"","2Sam 23:30; 1Chr 11:31; 1Chr 27:14; ","",0,0,0,,"",,,브나야,
441,Benaiah,比拿雅,"","","","","","1",M,"","","","",H1141,H1141,"",0,"","",,"","",,"","1Chr 4:36; ","",0,0,0,,"",,,브나야,
442,Benaiah,比拿雅,"","","","","","1",M,"","","","",H1141,H1141,"",0,"","",,"","",,"","1Chr 15:18; 1Chr 15:20; 1Chr 15:24; 1Chr 16:5; 1Chr 16:6; ","",0,0,0,,"",,,브나야,
443,Benaiah,比拿雅,"","","","","","1",M,"","","","",H1141,H1141,"",0,"","",,"","",,"","1Chr 27:34; ","",0,0,0,,"",,,브나야,
444,Benaiah,比拿雅,"","","","","","1",M,"","","","",H1141,H1141,"",0,"","",,"","",,"","2Chr 20:14; ","",0,0,0,,"",,,브나야,
445,Benaiah,比拿雅,"","","","","","1",M,"","","","",H1141,H1141,"",0,"","",,"","",,"","2Chr 31:13; ","",0,0,0,,"",,,브나야,
446,Benaiah,比拿雅,"","","","","","1",M,"","","","",H1141,H1141,"",0,"","",,"","",,"",Ezra 10:25; ,"",0,0,0,,"",,,브나야,
447,Benaiah,比拿雅,"","","","","","1",M,"","","","",H1141,H1141,"",0,"","",,"","",,"",Ezra 10:30; ,"",0,0,0,,"",,,브나야,
448,Benaiah,比拿雅,"","","","","","1",M,"","","","",H1141,H1141,"",0,"","",,"","",,"",Ezra 10:35; ,"",0,0,0,,"",,,브나야,
449,Benaiah,比拿雅,"","","","","","1",M,"","","","",H1141,H1141,"",0,"","",,"","",,"",Ezra 10:43; ,"",0,0,0,,"",,,브나야,
450,Benaiah,比拿雅,"","","","","","1",M,"","","","",H1141,H1141,"",0,"","",,"","",,"",Ezek 11:1; Ezek 11:13; ,"",0,0,0,,"",,,브나야,
451,Ben-ammi,便亞米,"","","","","","1",M,"","","","",H1151,H1151,"",0,"","",,base,Lot,,(Genesis 19:38),Gen 19:38; ,"",48,2,51,0,"",1,,벤암미,
452,Ben-hadad,便哈達,"","","","","","1",M,"","","","",H1130,,"",0,"","",,"","",,"","1Kgs 15:18; 1Kgs 15:20; 1Kgs 20:1; 1Kgs 20:2; 1Kgs 20:5; 1Kgs 20:9; 1Kgs 20:10; 1Kgs 20:16; 1Kgs 20:17; 1Kgs 20:20; 1Kgs 20:26; 1Kgs 20:30; 1Kgs 20:32; 1Kgs 20:33; 2Chr 16:2; 2Chr 16:4; Jer 49:27; ","",0,0,0,,"",,,벤하닷,
453,Ben-hadad,便哈達,"","","","","","1",M,"","","","",H1130,H1130,"",0,"","",,"","",,"","2Kgs 6:24; 2Kgs 8:7; 2Kgs 8:9; ","",0,0,0,,"",,,벤하닷,
454,Ben-hadad,便哈達,"","","","","","1",M,"","","","",H1130,H1130,"",0,"","",,"","",,"","2Kgs 13:3; 2Kgs 13:24; 2Kgs 13:25; Amos 1:4; ","",0,0,0,,"",,,벤하닷,
455,Benhail,便亥伊勒,"","","","","","1",M,"","","","",H1134,H1134,"",0,"","",,"","",,"","2Chr 17:7; ","",0,0,0,,"",,,벤하일,
456,Ben-hanan,便哈南,"","","","","","1",M,"","","","",H1135,H1135,"",0,"","",,"","",,"","1Chr 4:20; ","",0,0,0,,"",,,벤하난,
457,Beninu,比尼努,"","","","","","1",M,"","","","",H1148,H1148,"",0,"","",,"","",,"",Neh 10:13; ,"",0,0,0,,"",,,브니누,
458,Benjamin,便雅憫,"","","","","","1",M,"","","","",H1144,H1144,"H1144, G958",0,"","",,Israel,Bilhan,,(1 Chronicles 7:10),"1Chr 7:10; ","",852,2,854,0,"",0,,베냐민,
459,Benjamin,便雅憫,"","","","","","1",M,"","","","",H1144,H1144,"",0,"","",,"","",,"",Ezra 10:32; ,"",0,0,0,,"",,,베냐민,
460,Benjamin,便雅憫,"","","","","","1",M,"","","","",H1144,H1144,"",0,"","",,"","",,"",Neh 3:23; ,"",0,0,0,,"",,,베냐민,
461,Benjamin,便雅憫,"","","","","","1",M,"","","","",H1144,H1144,"",0,"","",,"","",,"",Neh 12:34; ,"",0,0,0,,"",,,베냐민,
462,Beno,比挪,"","","","","","1",M,"","","","",H1121,H1121,"",0,"","",H1131,Israel priest,Merari,"RHEMA's 1 Chron 24:27 assigned Strong ID for Beno is H1121. 
H1121 is the ID for the word: ""son, grandson, children, etc""
On ESV version, it's assigned ID#H1131 [Also: Binnui] from: https://www.stepbible.org/?q=version=ESV|reference=1Chr.24&options=HNVUG",(1 Chronicles 24:27),"1Chr 24:26; 1Chr 24:27; ","",264,3,289,0,"",,,"아들, 아이, 손자",
463,Benjamin,便雅憫,"","","","","","1",M,"1734 BC","","","","G958, H1144, H1145","G958,H1144,H1145","H1144, G958",0,"","",,Israel,Jacob/Israel,,"(Genesis 35:18, 35:24, 46:19, 1 Chronicles 2:2)",Gen 35:18; Gen 35:24; Gen 42:4; Gen 42:36; Gen 43:14; Gen 43:15; Gen 43:16; Gen 43:29; Gen 43:34; Gen 44:12; Gen 45:12; Gen 45:14; Gen 45:22; Gen 46:19; Gen 46:21; Gen 49:27; Exod 1:3; Num 1:11; Num 1:36; Num 1:37; Num 2:22; Num 7:60; Num 10:24; Num 13:9; Num 26:38; Num 26:41; Num 34:21; Deut 27:12; Deut 33:12; Josh 18:11; Josh 18:20; Josh 18:21; Josh 18:28; Josh 21:4; Josh 21:17; Judg 1:21; Judg 5:14; Judg 10:9; Judg 19:14; Judg 20:3; Judg 20:4; Judg 20:10; Judg 20:12; Judg 20:13; Judg 20:14; Judg 20:15; Judg 20:17; Judg 20:18; Judg 20:20; Judg 20:21; Judg 20:23; Judg 20:24; Judg 20:25; Judg 20:28; Judg 20:30; Judg 20:31; Judg 20:32; Judg 20:35; Judg 20:36; Judg 20:39; Judg 20:41; Judg 20:44; Judg 20:46; Judg 20:48; Judg 21:1; Judg 21:6; Judg 21:13; Judg 21:14; Judg 21:15; Judg 21:16; Judg 21:17; Judg 21:18; Judg 21:20; Judg 21:21; Judg 21:23; 1Sam 4:12; 1Sam 9:1; 1Sam 9:16; 1Sam 9:21; 1Sam 10:2; 1Sam 10:20; 1Sam 10:21; 1Sam 13:2; 1Sam 13:15; 1Sam 13:16; 1Sam 14:16; 2Sam 2:9; 2Sam 2:15; 2Sam 2:25; 2Sam 2:31; 2Sam 3:19; 2Sam 4:2; 2Sam 19:17; 2Sam 21:14; 2Sam 23:29; 1Kgs 4:18; 1Kgs 12:21; 1Kgs 12:23; 1Kgs 15:22; 1Chr 2:2; 1Chr 6:60; 1Chr 6:65; 1Chr 7:6; 1Chr 8:1; 1Chr 8:40; 1Chr 9:3; 1Chr 9:7; 1Chr 11:31; 1Chr 12:2; 1Chr 12:16; 1Chr 12:29; 1Chr 21:6; 1Chr 27:21; 2Chr 11:1; 2Chr 11:3; 2Chr 11:10; 2Chr 11:12; 2Chr 11:23; 2Chr 14:8; 2Chr 15:2; 2Chr 15:8; 2Chr 15:9; 2Chr 17:17; 2Chr 25:5; 2Chr 31:1; 2Chr 34:9; 2Chr 34:32; Ezra 1:5; Ezra 4:1; Ezra 10:9; Neh 11:4; Neh 11:7; Neh 11:31; Neh 11:36; Ps 68:27; Ps 80:2; Jer 1:1; Jer 6:1; Jer 17:26; Jer 20:2; Jer 32:8; Jer 32:44; Jer 33:13; Jer 37:12; Jer 37:13; Jer 38:7; Ezek 48:22; Ezek 48:23; Ezek 48:24; Ezek 48:32; Hos 5:8; Obad 1:19; Zech 14:10; Acts 13:21; Rom 11:1; Phil 3:5; Rev 7:8; ,"",88,12,761,0,"",0,,베냐민,
464,Ben-zoheth,便梭黑,"","","","","","1",M,"","","","",H1132,H1132,"",0,"","",,"","",,"","1Chr 4:20; ","",0,0,0,,"",,,벤소헷,
465,Beor,比珥,"","","","","","1",M,"","","","",H1160,H1160,"",0,"","",,"","",,"",Gen 36:32; 1Chr 1:43; ,"",0,0,0,,"",,,브올,
466,Beor,比珥,"","",Bosor,"","","1",M,"","","","","G1007, H1160","G1007,H1160","",0,"","",,"","",,"",Num 22:5; Num 24:3; Num 24:15; Num 31:8; Deut 23:4; Josh 13:22; Josh 24:9; Mic 6:5; 2Pet 2:15; ,"",0,0,0,,"",,,브올,
467,Bera,比拉,"","","","","","1",M,"","","","",H1298,H1298,"",0,"","",,"","",,"",Gen 14:2; ,"",0,0,0,,"",,,베라,
468,Berachah,比拉迦,"","",Beracah,"","","1",M,"","","","",H1294,H1294,"",0,"","",,"","",,"","1Chr 12:3; ","",0,0,0,,"",,,브라가,
469,Berechiah,比利家,"","",Berekiah,"","","1",M,"","","","",H1296,H1296,"",0,"","",,Israel priest,Shimea,,(1 Chronicles 6:39),"1Chr 6:39; 1Chr 15:17; 1Chr 15:23; ","",168,1,169,1,"",1,,베레갸,
470,Beraiah,比拉雅,"","","","","","1",M,"","","","",H1256,H1256,H1256,0,"","",,Israel,Shema (or Shimei),,(1 Chronicles 8:21),"1Chr 8:21; ","",803,8,811,0,"",1,,브라야,
471,Berechiah,比利家,"","",Berekiah,"","","1",M,"","","","",H1296,H1296,"",0,"","",,Israel,Zerubbabel,Also: Berekiah,(1 Chronicles 3:20),"1Chr 3:20; ","",462,6,490,0,"",1,,베레갸,
472,Berechiah,比利家,"","",Berekiah,"","","1",M,"","","","",H1296,H1296,"",0,"","",,"","",,"","1Chr 9:16; ","",0,0,0,,"",,,베레갸,
473,Berechiah,比利家,"","",Berekiah,"","","1",M,"","","","",H1296,H1296,"",0,"","",,"","",,"","2Chr 28:12; ","",0,0,0,,"",,,베레갸,
474,Berechiah,比利家,"","",Berekiah,"","","1",M,"","","","",H1296,H1296,"",0,"","",,"","",,"",Neh 3:4; Neh 3:30; Neh 6:18; ,"",0,0,0,,"",,,베레갸,
475,Berechiah,比利家,"","",Berekiah,"","","1",M,"","","","",H1296,H1296,"",0,"","",,"","",,"",Zech 1:1; Zech 1:7; ,"",0,0,0,,"",,,베레갸,
476,Bered,比列,"","","","","","1",M,"","","","",H1260,H1260,H1260,0,"","",,Israel,Shuthelah,,(1 Chronicles 7:20),"1Chr 7:20; ","",739,2,742,0,"",1,,베렛,
477,Beri,比利,"","","","","","1",M,"","","","",H1275,H1275,H1275,0,"","",,Israel,Zophah,,(1 Chronicles 7:36),"1Chr 7:36; ","",654,4,658,0,"",1,,베리,
478,Beriah,比利亞,"","","","","","1",M,"","","","",H1283,H1283,H1283,0,"","",,Israel,Asher,,"(Genesis 46:17, 1 Chronicles 7:30)",Gen 46:17; Num 26:44; Num 26:45; 1Chr 7:30; 1Chr 7:31; ,"",636,4,642,0,"",1,,브리아,
479,Beriah,比利亞,"","","","","","1",M,"","","","",H1283,H1283,H1283,0,"","",,Israel,Ephraim,,(1 Chronicles 7:23),"1Chr 7:23; ","",738,4,750,0,"",1,,브리아,
480,Beriah,比利亞,"","","","","","1",M,"","","","",H1283,H1283,H1283,0,"","",,Israel,Elpaal,,(1 Chronicles 8:13),"1Chr 8:13; 1Chr 8:16; ","",792,4,796,0,"",1,,브리아,
481,Beriah,比利亞,"","","","","","1",M,"","","","",H1283,H1283,"",0,"","",,"","",,"","1Chr 23:10; 1Chr 23:11; ","",0,0,0,,"",,,브리아,
482,Bernice,百尼基,"","","","","","1",F,"","","","",G959,G959,"",0,"","",,"","",,"",Acts 25:13; Acts 25:23; Acts 26:30; ,"",0,0,0,,"",,,버니게,
483,Merodach-baladan,米羅達巴拉但,"","","","","","1",M,"","","","",H4757,H4757,"",0,"","",,"","",,"",Isa 39:1; ,"",0,0,0,,"",,,므로닥 발라단,
484,Besai,比賽,"","","","","","1",M,"","","","",H1153,H1153,"",0,"","",,"","",,"",Ezra 2:49; Neh 7:52; ,"",0,0,0,,"",,,베새,
485,Besodeiah,比所玳,"","","","","","1",M,"","","","",H1152,H1152,"",0,"","",,"","",,"",Neh 3:6; ,"",0,0,0,,"",,,브소드야,
486,Beth-rapha,伯拉巴,"","","","","","1",M,"","","","",H1051,H1051,"",0,"","",,"","",,"","1Chr 4:12; ","",0,0,0,,"",,,베드라바,
487,Bethuel,彼土利,"","","",比土力,"","1",M,"","","","",H1328,H1328,"H1328, H1329",0,"","",,base,Nahor,,(Genesis 22:22),Gen 22:22; Gen 22:23; Gen 24:15; Gen 24:24; Gen 24:47; Gen 24:50; Gen 25:20; Gen 28:2; Gen 28:5; ,"",921,8,930,0,"",0,,브두엘,
488,Bezai,比賽,"","","","","","1",M,"","","","",H1209,H1209,"",0,"","",,"","",,"",Ezra 2:17; Neh 7:23; ,"",0,0,0,,"",,,베새,
489,Bezai,比賽,"","","","","","1",M,"","","","",H1209,H1209,"",0,"","",,"","",,"",Neh 10:18; ,"",0,0,0,,"",,,베새,
490,Bezaleel,比撒列,"","","","","","1",M,"","","","",H1212,H1212,H1212,0,"","",,Israel,Uri,,(1 Chronicles 2:20),Exod 31:2; Exod 35:30; Exod 36:1; Exod 36:2; Exod 37:1; Exod 38:22; 1Chr 2:20; 2Chr 1:5; ,"",553,1,554,1,"",1,,브사렐,
491,Bezaleel,比撒列,"","","","","","1",M,"","","","",H1212,H1212,"",0,"","",,"","",,"",Ezra 10:30; ,"",0,0,0,,"",,,브사렐,
492,Bezer,比悉,"","","","","","1",M,"","","","",H1221,H1221,"",0,"","",,Israel,Zophah,,(1 Chronicles 7:37),"1Chr 7:37; ","",654,6,660,0,"",1,,베셀,
493,Bichri,比基利,"","","","","","1",M,"","","","",H1075,H1075,"",0,"","",,"","",,"","2Sam 20:1; 2Sam 20:2; 2Sam 20:6; 2Sam 20:7; 2Sam 20:10; 2Sam 20:13; 2Sam 20:21; 2Sam 20:22; ","",0,0,0,,"",,,비그리,
494,Bigtha,比革他,"","","","","","1",M,"","","","",H903,H903,"",0,"","",,"","",,"",Esth 1:10; ,"",0,0,0,,"",,,빅다,
495,Bigthana,辟探,Bigthan,"","","","","1",M,"","","","",H904,H904,"",0,"","",,"","",,"",Esth 2:21; Esth 6:2; ,"",0,0,0,,"",,,빅단,
496,Bigvai,比革瓦伊,"","","","","","1",M,"","","","",H902,H902,"",0,"","",,"","",,"",Ezra 2:2; Neh 7:7; ,"",0,0,0,,"",,,비그왜,
497,Bigvai,比革瓦伊,"","","","","","1",M,"","","","",H902,H902,"",0,"","",,"","",,"",Ezra 2:14; Ezra 8:14; Neh 7:19; ,"",0,0,0,,"",,,비그왜,
498,Bigvai,比革瓦伊,"","","","","","1",M,"","","","",H902,H902,"",0,"","",,"","",,"",Neh 10:16; ,"",0,0,0,,"",,,비그왜,
499,Bildad,比勒達,"","","","","","1",M,"","","","",H1085,H1085,"",0,"","",,"","",,"",Job 2:11; Job 8:1; Job 18:1; Job 25:1; Job 42:9; ,"",0,0,0,,"",,,빌닷,
500,Bilgah,璧迦,"","","","","","1",M,"","","","",H1083,H1083,"",0,"","",,"","",,"","1Chr 24:14; ","",0,0,0,,"",,,빌가,
501,Bilgah,璧迦,Bilgai, 璧該,"","","","1",M,"","","","","H1083, H1084","H1083,H1084","",0,"","",,"","",,"",Neh 10:8; Neh 12:5; Neh 12:18; ,"",0,0,0,,"",,,빌가,
502,Bilhah,辟拉,"","","","","","1",F,"","","","",H1090,H1090,"",0,"","",,"","",,"",Gen 29:29; Gen 30:3; Gen 30:4; Gen 30:5; Gen 30:7; Gen 35:22; Gen 35:25; Gen 37:2; Gen 46:25; 1Chr 7:13; ,"",0,0,0,,Israel (682),,,빌하,
503,Bilhan,辟罕,"","","","","","1",M,"","","","",H1092,H1092,"",0,"","",,"","",,"",Gen 36:27; 1Chr 1:42; ,"",0,0,0,,"",,,빌한,
504,Bilhan,比勒罕,"","","","","","1",M,"","","","",H1092,H1092,H1092,0,"","",,Israel,Ashbel (or Jediael?),,(1 Chronicles 7:10),"1Chr 7:10; ","",851,1,852,0,"",1,,빌한,
505,Bilshan,必珊,"","","","","","1",M,"","","","",H1114,H1114,"",0,"","",,"","",,"",Ezra 2:2; Neh 7:7; ,"",0,0,0,,"",,,빌산,
506,Bimhal,賓哈,"","","","","","1",M,"","","","",H1118,H1118,H1118,0,"","",,Israel,Japhlet,,(1 Chronicles 7:33),"1Chr 7:33; ","",644,2,646,0,"",1,,빔할,
507,Binea,比尼亞,"","","","","","1",M,"","","","",H1150,H1150,H1150,0,"","",,Israel,Moza,,(1 Chronicles 9:43),"1Chr 8:37; 1Chr 9:43; ","",884,1,885,1,"",1,,비느아,
508,Binnui,賓內,"","","","","","1",M,"","","","",H1131,H1131,"",0,"","",,"","",,"",Ezra 8:33; ,"",0,0,0,,"",,,빈누이,
509,Binnui,賓內,"","","","","","1",M,"","","","",H1131,H1131,"",0,"","",,"","",,"",Ezra 10:30; ,"",0,0,0,,"",,,빈누이,
510,Binnui,賓內,"","","","","","1",M,"","","","",H1131,H1131,"",0,"","",,"","",,"",Ezra 10:38; ,"",0,0,0,,"",,,빈누이,
511,Binnui,賓內,"","","","","","1",M,"","","","",H1131,H1131,"",0,"","",,"","",,"",Neh 3:24; ,"",0,0,0,,"",,,빈누이,
512,Binnui,賓內,"","","","","","1",M,"","","","",H1131,H1131,"",0,"","",,"","",,"",Neh 10:9; Neh 12:8; ,"",0,0,0,,"",,,빈누이,
513,Birsha,比沙,"","","","","","1",M,"","","","",H1306,H1306,"",0,"","",,"","",,"",Gen 14:2; ,"",0,0,0,,"",,,비르사,
514,Birzavith,比撒威,Birzaith,"","","","","1",F,"","","","",H1269,H1269,H1269,0,"","",,Israel,Malchiel,,(1 Chronicles 7:31),"1Chr 7:31; ","",670,1,671,1,"",1,,비르사잇,
515,Bishlam,比施蘭,"","","","","","1",M,"","","","",H1312,H1312,"",0,"","",,"","",,"",Ezra 4:7; ,"",0,0,0,,"",,,비슬람,
516,Bithiah,比提雅,"","","","","","1",F,"","","","",H1332,H1332,"",0,"","",,"","",,"","1Chr 4:18; ","",0,0,0,,Mered (2005),,,비디아,
517,Biztha,比斯他,"","","","","","1",M,"","","","",H968,H968,"",0,"","",,"","",,"",Esth 1:10; ,"",0,0,0,,"",,,비스다,
518,Blastus,伯拉斯都,"","","","","","1",M,"","","","",G986,G986,"",0,"","",,"","",,"",Acts 12:20; ,"",0,0,0,,"",,,블라스도,
519,Boaz,波阿斯,Booz,"","","","","1",M,"","","","","G1003, H1162","G1003,H1162","H1162, G1003",0,"","",,messianicLine,Salma (or Salmon),,"(Ruth 4:21, 1 Chronicles 2:11)",Ruth 2:1; Ruth 2:3; Ruth 2:4; Ruth 2:5; Ruth 2:8; Ruth 2:11; Ruth 2:14; Ruth 2:15; Ruth 2:19; Ruth 2:23; Ruth 3:2; Ruth 3:7; Ruth 4:1; Ruth 4:5; Ruth 4:8; Ruth 4:9; Ruth 4:13; Ruth 4:21; 1Kgs 7:21; 1Chr 2:11; 1Chr 2:12; 2Chr 3:17; Matt 1:5; Luke 3:32; ,"",361,1,362,1,Ruth (2450),1,,보아스,
520,Bocheru,波基路,"","",Bokeru,"","","1",M,"","","","",H1074,H1074,"",0,"","",,Israel,Azel,,(1 Chronicles 9:44),"1Chr 8:38; 1Chr 9:44; ","",888,2,890,0,"",,,보그루,
521,Bohan,波罕,"","","","","","1",M,"","","","",H932,H932,"",0,"","",,"","",,"",Josh 15:6; Josh 18:17; ,"",0,0,0,,"",,,보한,
522,Bukki,布基,"","","","","","1",M,"","","","",H1231,H1231,"",0,"","",,"","",,"",Num 34:22; ,"",0,0,0,,"",,,북기,
523,Bukki,布基,"","","","","","1",M,"","","","",H1231,H1231,H1231,0,"","",,Israel priest,Abishua,,"(1 Chronicles 6:5, 6:51, Ezra 7:4-5)","1Chr 6:5; 1Chr 6:51; Ezra 7:4; ","",185,1,186,1,"",1,,북기,
524,Bukkiah,布基雅,"","","","","","1",M,"","","","",H1232,H1232,"",0,"","",,"","",,"","1Chr 25:4; 1Chr 25:13; ","",0,0,0,,"",,,북기야,
525,Bunah,布拿,"","","","","","1",M,"","","","",H946,H946,H946,0,"","",,Israel,Jerahmeel,,(1 Chronicles 2:25),"1Chr 2:25; ","",320,2,325,0,"",1,,브나,
526,Bunni,布尼,"",巴尼,"","","","1",M,"","","","",H1138,H1138,"",0,"","",,"","",,"",Neh 9:4; ,"",0,0,0,,"",,,분니,
527,Bunni,布尼,"","","","","","1",M,"","","","",H1138,H1138,"",0,"","",,"","",,"",Neh 10:15; ,"",0,0,0,,"",,,분니,
528,Bunni,布尼,"","","","","","1",M,"","","","",H1138,H1138,"",0,"","",,"","",,"",Neh 11:15; ,"",0,0,0,,"",,,분니,
529,Buz,布斯,"","","","","","1",M,"","","","",H938,H938,H938,0,"","",,base,Nahor,,(Genesis 22:21),Gen 22:21; ,"",921,2,923,0,"",1,,부스,
530,Buz,布斯,"","","","","","1",M,"","","","",H938,H938,"",0,"","",,"","",,"","1Chr 5:14; ","",0,0,0,,"",,,부스,
531,Buzi,布西,"","","","","","1",M,"","","","",H941,H941,"",0,"","",,"","",,"",Ezek 1:3; ,"",0,0,0,,"",,,부시,
532,Caiaphas,該亞法,"","","","","","1",M,"","","","",G2533,G2533,"",0,"","",,"","",,"",Matt 26:3; Matt 26:57; Luke 3:2; John 11:49; John 18:13; John 18:14; John 18:24; John 18:28; Acts 4:6; ,"",0,0,0,,Wife of Caiaphas (2939),,,가야바,
533,Cain,該隱,"","","","","","1",M,"3939 BC","",Eden,"","G2535, H7014","G2535,H7014","H7014, G2535",0,"","","G2535, H7014",base,Adam,"H7014=1) eldest son of Adam and Eve and the first murderer having murdered his brother Abel
G2535=Cain, (i.e. Cajin), the son of Adam
H70140 does not exist
","(Genesis 4:1, Genesis 4:16)",Gen 4:1; Gen 4:2; Gen 4:3; Gen 4:5; Gen 4:6; Gen 4:8; Gen 4:9; Gen 4:13; Gen 4:15; Gen 4:16; Gen 4:17; Gen 4:24; Gen 4:25; Heb 11:4; 1John 3:12; Jude 1:11; ,"",1,2,3,0,"",0,,가인,
534,Cainan,該南,"","",Kenan,"","","1",M,"3616 BC","2706 BC","","","G2536, H7018","G2536,H7018","",0,"","",,"","",,"",Gen 5:9; Gen 5:10; Gen 5:12; Gen 5:13; Gen 5:14; 1Chr 1:2; Luke 3:37; ,"",0,0,0,,"",,,가이난,
535,Cainan,該南,"","","","","","1",M,"","","","",G2536,G2536,"",0,"","",,"","",,"",Luke 3:36; ,"",0,0,0,,"",,,가이난,
536,Calcol,甲各,"","","","","","1",M,"","","","",H3633,H3633,"",0,"","",,"","",,"","1Chr 2:6; ","",0,0,0,,"",,,갈골,
537,Caleb,迦勒,"",迦勒族的人,"","","","1",M,"","","","","H3612, H3614","H3612,H3614","H3612, H3621",0,??,??,H3612,major Israel,Jephunneh,"not H3621=""Chelub ai = ""my caged one""
1) son of Hezron of Judah; also 'Caleb""","Caleb is the son of Jephunneh (Numbers 13:6) who was a Kenizzite (Numbers 32:12) of the tribe of Judah (Numbers 13:6).  Kenizzites were Canaanites (Genesis 15:18-21).  Judah's first wife (Shua's daughter) was a Canaanite woman(Genesis 38:2, 12).  She bore him Er, Onan, and Shelah (1 Chronicles 2:3) but Er and Onan died.  Ergo, it is likely Caleb is descended from Shelah.",Num 13:6; Num 13:30; Num 14:6; Num 14:24; Num 14:30; Num 14:38; Num 26:65; Num 32:12; Num 34:19; Deut 1:36; Josh 14:6; Josh 14:13; Josh 14:14; Josh 15:13; Josh 15:14; Josh 15:16; Josh 15:17; Josh 15:18; Josh 21:12; Judg 1:12; Judg 1:13; Judg 1:14; Judg 1:15; Judg 1:20; Judg 3:9; 1Sam 25:3; 1Chr 2:46; 1Chr 2:48; 1Chr 4:15; 1Chr 6:56; ,"",304,1,305,1,"",0,,갈렙,
538,Caleb,迦勒,"Chelubai, Carmi","基路拜, 迦米","","","","1",M,"","","","","H3612, H3621, H3756","H3612,H3621,H3756","",0,"","",,Israel,Hezron,,"(1 Chronicles 2:9, 1 Chronicles 2:18, 1 Chronicles 2:42)","1Chr 2:9; 1Chr 2:18; 1Chr 2:19; 1Chr 2:42; 1Chr 2:49; 1Chr 2:50; 1Chr 4:1; ",Azubah and Jerioth (1 Chronicles 2:18) and Ephrath (1 Chronicles 2:19),319,3,514,0,Azubah (568) Jerioth (871) Ephah (1198) Ephratah (1207) Maachah (1842),0,,갈렙,
539,Azariah,亞撒利雅,"","","","","","1",M,"","","","",H5838,H5838,"",0,"","",,"","",,"","2Chr 29:12; ","",0,0,0,,"",,,아사랴,
540,Azariah,亞撒利雅,"","","","","","1",M,"","","","",H5838,H5838,"",0,"","",,"","",,"","2Chr 29:12; ","",0,0,0,,"",,,아사랴,
541,Azariah,亞撒利雅,"","","","","","1",M,"","","","",H5838,H5838,"",0,"","",,"","",,"","2Chr 31:10; 2Chr 31:13; ","",0,0,0,,"",,,아사랴,
